Mean,,Variance
0.4330261746,,1.79E+12
0.9973248617,,1.37E+13
0.9367591646,,6.71E+12
0.9193313536,,87116474025
0.03786388863,,24763607026
0.9994650972,,0
0.005498510418,,4.16E+12
0.5937005085,,2.25E+11
0.9959963297,,6.88E+12
0.2311541912,,1.60E+12
0.9673159606,,3.51E+11
0.9367549104,,1349116450
0.9634941207,,6.73E+11
0.9904405632,,1.09E+11
0.2589882515,,31399128545
0.9618362687,,5.05E+11
0.9945341858,,57575810514
0.8593574122,,8.01E+12
0.9999604963,,3.41E+11
0.9999994732,,41149572752
0.9988820646,,1.17E+12
0.05138125454,,1.24E+12
0.873188205,,0
0.5318297732,,4.28E+13
0.9999999778,,2.35E+11
0.9716301759,,1.94E+12
0.9792495388,,30830618982
0.6452895268,,2.81E+11
0.9995725221,,66295539342
0.9959921827,,66893576529
0.08396233817,,1.08E+12
0.7870205202,,0
0.8692903352,,7.17E+11
0.9527678608,,9.39E+12
0.9941975707,,6.07E+11
0.9823366856,,64827611311
0.9909352032,,0
0.06468428986,,77790937171
0.9992932478,,0
0.9999994658,,0
0.9826765667,,5.69E+11
0.983185044,,182.25
0.9999994253,,3516371194
0.9977317542,,1016595143
0.000000009175388345,,1.28E+11
0.9354576462,,1.30E+12
0.9370454501,,3.31E+11
0.9999847498,,53462153828
0.3561540695,,0
0.9991448152,,1.97E+12
0.9982935375,,0
0.4634512497,,2547776100
0.4690841763,,4.49E+12
0.94157684,,1.47E+12
0.8989796939,,9.51E+12
0.7084464744,,1.80E+11
0.07528607457,,1.62E+12
0.5862806538,,0
0.9209651645,,2.97E+12
0.9968776056,,1.02E+12
0.246688812,,1.45E+13
0.9909252676,,0
0.8516458111,,2.37E+12
0.9920231398,,2.08E+12
0.5309945213,,59997660223
0.1821480067,,5.22E+12
0.7962042343,,3.05E+11
0.9885606438,,2.24E+12
0.9992399277,,2.96E+12
0.0000007772827492,,6.49E+11
0.614334255,,72033373883
0.2900513548,,2.66E+12
0.9993411913,,2.64E+11
0.9994860281,,1.66E+13
0.3800576149,,1.39E+12
0.8981724262,,85774889765
0.1739765422,,1.04E+13
0.9977786894,,0
0.808221483,,7.43E+12
0.008260695344,,1.45E+13
0.2804799572,,26278606295
0.02215422168,,1.21E+12
0.6467803773,,2.91E+12
0.9554989755,,4.79E+12
0.1788430152,,0
0.7242554289,,7.14E+11
0.7062375238,,7.17E+11
0.4123195049,,3.82E+12
0.8561336726,,4.38E+11
0.3454181902,,3.43E+12
0.9768920409,,1.58E+13
0.9203586694,,6.50E+11
0.5618766726,,5.42E+12
0.995337489,,2.17E+12
0.5642778686,,2.35E+12
0.9030726101,,1.71E+12
0.9944674994,,0
0.1463043233,,7.54E+11
0.009406359615,,7.85E+11
0.7281889887,,3.45E+12
0.9233123117,,1.09E+12
0.07052135556,,7.63E+12
0.998169077,,1.28E+12
0.9060892094,,2.20E+12
0.8260726959,,32532850969
0.07329445474,,5.75E+12
0.02100864959,,1.91E+12
0.9832927721,,2.57E+12
0.7567105916,,1.17E+11
0.9669726865,,2.40E+11
0.9993038324,,1495871652
0.8029367523,,3.09E+11
0.8755234604,,6.01E+11
0.01869896073,,26370099303
0.2589882515,,2.35E+12
0,,52887284855
0.650267693,,3.41E+11
0.516348416,,4.20E+12
0.5779469951,,8.01E+12
0.9422409382,,26123363295
0.7368910966,,4.69E+12
0.5124835657,,3.49E+12
0.04832711359,,9.29E+12
0.9982016555,,2.10E+12
0.9974529032,,4.19E+12
0.09220114099,,2.45E+12
0.5308802456,,67182255875
0.7911409451,,25092892368
0.9993034426,,3.91E+12
0.7564944879,,6.14E+12
0.2490918076,,5.34E+11
0.9970375428,,1.30E+13
0.06873641659,,2.63E+11
0.8818249576,,1.77E+11
0.7074200832,,1.29E+12
0.7893280721,,1.01E+12
0.6542326102,,3.93E+12
0.6452895268,,1.93E+12
0.970329911,,2.26E+11
0.9792089912,,1.37E+13
0.5915880123,,14878658730
0.2238572614,,0
0.02499108832,,6.51E+11
0.4453709447,,1.34E+11
0.9999989852,,5.78E+12
0.8992237266,,1.05E+13
0.0793977544,,0
0.2225685064,,0
0.8536451882,,1.86E+12
0.02100864959,,3.65E+11
0.4496913877,,3.44E+12
0.968712752,,2.41E+11
0.6170963739,,2.01E+12
0.9999997378,,20820093338
0.9928920174,,2.47E+11
0.04103106836,,6.05E+12
0.9993701606,,1.24E+12
0.8879623528,,9.48E+12
0.3720117581,,1.58E+13
0.900654324,,0
0.008076972779,,1.04E+12
0.02139243511,,3.97E+12
0.7995536029,,6.61E+12
0.8662902365,,946128.5
0.1247214444,,0
0.999999242,,2.59E+12
0.04028756381,,4.73E+12
0.04120508486,,5.89E+11
0.003671854123,,5.92E+12
0.8269464427,,1.72E+12
0.5839380168,,2.08E+12
0.9473707624,,7644616922
0.7037117564,,5.61E+11
0.6541480573,,3.36E+12
0.3508852439,,0
0.2181388512,,3.46E+11
0.2599137659,,0
0.04014534149,,2.34E+12
0.86701727,,0
0.994030577,,9500251744
0.9967404206,,5.18E+11
0.9693785778,,33911239271
0.9987629394,,0
0.995957481,,84062384239
0.9979355874,,35175042593
0.99458031,,37045613908
0.7368910966,,9.47E+12
0.9821449375,,15506041885
0.9941272554,,4.16E+11
0.8797270942,,1.03E+11
0.9609652108,,5.00E+11
0.9947497149,,2.10E+12
0.9794098212,,1.27E+11
0.9987640881,,21072739024
0.9864774427,,0
0.9999995168,,2.08E+12
0.9974317242,,0
0.01649118584,,2.98E+11
0.01238355627,,34649833038
0.9827988139,,27960638821
0.9436249242,,1.41E+13
0.9999961484,,8.88E+11
0.9975964566,,0
0.4931943104,,25811947762
0.5718160799,,1.21E+11
0.9893969184,,55704344938
0.9999992448,,3.53E+11
0.8207535327,,5.98E+11
0.9975328811,,41923854906
0.9963064359,,1.08E+12
0.7409929711,,2.83E+11
0.3184282201,,1.59E+11
0.8186373234,,0
0.9993178052,,3.68E+11
0.6768872137,,2.15E+12
0.9152923048,,4.34E+11
0.9430982331,,1.22E+11
0.6663760239,,0
0.1463043233,,1.32E+11
0.5596237055,,0
0.920439261,,17963531537
0.9992863073,,4.19E+11
0.8547768855,,6368108802
0.9952653362,,1.62E+11
0.9504789087,,2.78E+12
0.9974571987,,1.69E+11
0.9986363159,,3.85E+11
0.8999473001,,30830618982
0.8733793067,,5.39E+11
0.9993460886,,8372524502
0.9244698966,,20820093338
0.9999981209,,1.45E+13
0.4782959287,,18399680512
0.7995536029,,1.13E+11
0.9789229843,,1.84E+11
0.9999995376,,16465182891
0.6619742823,,2.29E+11
0.6865434212,,1.12E+11
0.9926661389,,4.57E+11
0.9609439755,,9.00E+11
0.9977108697,,1.41E+11
0.4405464263,,4.99E+12
0.9960891146,,7.26E+11
0.1078420708,,0
0.9342788688,,0
0.9262308787,,31977935372
0.5952366671,,0
0.1628001096,,2.23E+11
0.9578772286,,1.89E+11
0.8899276524,,0
0.9909352032,,6711087099
0.9999995198,,1.63E+11
0.934078255,,1.93E+11
0,,0
0.5449197082,,0
0.1916307362,,0
0.1446785466,,2.50E+11
0.9999986147,,7.48E+12
0.9994889244,,77693683746
0.9216139101,,0
0.8516458111,,2.53E+13
0.9126109013,,1.49E+11
0.744664835,,0
0.115709181,,2.29E+11
0.6547252802,,3.96E+11
0.9999994887,,97428640455
0.9999997022,,0
0.9805945695,,0
0.04149333338,,3.03E+11
0.9399109945,,1.05E+12
0.9734728203,,946128.5
0.485266626,,1.28E+12
0.4705016474,,469910.25
0.9152923048,,4.08E+12
0.4919171905,,4.11E+11
0.6942420565,,0
0.9999999084,,4.74E+11
0.9999989852,,3.04E+11
0.9940991794,,2.49E+12
0.002910516068,,0
0.9228526124,,0
0.9407509433,,1.42E+12
0.9262252082,,80094894819
0.590768403,,4.66E+12
0.9134176481,,1.01E+12
0,,3.03E+12
0.5215847398,,0
0.9939364189,,0
0.07137624805,,4.56E+11
0.9646902156,,1.42E+12
0.9926576501,,6.87E+12
0.9999999778,,3.82E+12
0.00003540022375,,3.38E+11
0.01272017969,,1.45E+13
0.8991935855,,5.78E+12
0.1546175377,,1.63E+11
0.3052101681,,1.61E+12
0.1446785466,,2.91E+12
0.9817192606,,6.97E+11
0.9999994972,,4.19E+11
0.9915521768,,4.36E+11
0.8801233962,,0
0.9909252676,,0
0.9935288139,,0
0.9930965563,,0
0.1911902983,,2.81E+11
0.9827926019,,3.65E+11
0.9420778574,,2.64E+11
0.9789160424,,7.81E+12
0.183971999,,1.08E+13
0.9004458169,,0
0,,2.22E+11
0.9146687475,,0
0.6768872137,,0
0.1805782218,,0
0.9080437485,,43588114076
0.999999851,,53306992351
0.8992237266,,2.83E+11
0.6343062102,,1.28E+12
0.9040609031,,71502559101
0.9820468742,,3.65E+11
0.9999989491,,2.03E+11
0.887224593,,61763506211
0.9591990919,,1.88E+11
0.9336674075,,9.89E+11
0.9527364381,,15572668890
0,,70923607461
0.9957308284,,0
0.7144693286,,0
0.01233553243,,5.07E+12
0.3916704162,,8.96E+11
0.8845363623,,7.23E+11
0.9122091738,,1.27E+13
0.4082331379,,6.13E+11
0.9855378663,,1.43E+11
0.963619853,,0
0.7892360376,,5.79E+11
0.8991935855,,1409326681
0.9794675699,,1.25E+12
0.9917643023,,1.21E+11
0.4668545111,,65670018484
0.9669815877,,3.41E+11
0.05167096753,,3.54E+11
0.9884368085,,8.51E+11
0.7084464744,,9.65E+11
0.6932510466,,0
0.009740022287,,0
0.9861177107,,2.58E+13
0.9915601315,,4.46E+11
0.9024228951,,1.21E+13
0.9855397245,,6747965316
0.9847045358,,85877326047
0.9651796273,,0
0.9865095793,,1.95E+12
0.9795685015,,1.72E+11
0.9610658646,,63130668063
0.9812950331,,3.94E+11
0.9212011158,,1.29E+12
0.8687527207,,4.39E+11
0.0004713640884,,5.75E+11
0.9999984811,,1.09E+12
0.9908558219,,0
0.4822695293,,0
0.6956267461,,2.10E+12
0.8205921812,,3.37E+11
0.997619824,,1.03E+11
0.0002841754355,,1.53E+11
0.8631538881,,1.03E+12
0.901237967,,6.66E+11
0.9995767958,,7.73E+11
0.9886886669,,523906321
0.9693785778,,6585890562
0.9817302021,,2.71E+11
0.02336744395,,0
0.844285391,,6.04E+11
0.9747548701,,1.33E+11
0.9998297483,,5.98E+11
0.9865849509,,0
0.999999539,,0
0.5159453957,,4.64E+11
0.9975833699,,7.65E+11
0.9882594675,,1.39E+12
0.05138125454,,1.36E+12
0.09586133046,,0
0.9673614298,,64796043941
0.9122091738,,1.97E+11
0.98401158,,9989003025
0.9844445576,,78207760065
0.9954402977,,3.09E+11
0.9162445784,,1.25E+11
0.4690841763,,2.04E+11
0.9579078386,,66696892432
0.9876692954,,9.47E+11
0.9764612186,,1518855756
0.9614876783,,7.34E+11
0.9832208483,,1.93E+12
0.9778794909,,77443245406
0.9729419912,,2.17E+11
0.9841994787,,3.01E+12
0.9337057209,,1.33E+12
0.9434506551,,4.34E+11
0.8251766136,,1.93E+11
0.994030577,,3174712088
0.9750076027,,33250507097
0.9806188833,,3.51E+11
0.6054628112,,41923854906
0.9983270054,,1.02E+11
0.9853577626,,1.02E+11
0.9622341955,,1.39E+12
0.3483608757,,6.58E+12
0.01958604567,,1.64E+11
0.00001157602376,,3.00E+12
0.997498621,,0
0.9262252082,,6.45E+11
0.887224593,,3.79E+12
0.999996953,,0
0.9836112096,,0
0.8839709805,,1.18E+11
0.6636834056,,84953551603
0.9422409382,,83804426078
0.9320123589,,2.22E+11
0.9709272994,,94856173041
0.9952652204,,1.15E+12
0.7897978632,,0
0.9777817401,,1.13E+11
0.9609849492,,4.64E+11
0.03986760764,,6.52E+11
0.9152394642,,1.51E+12
0.4632765049,,5.04E+12
0.9947633208,,3.97E+12
0.8436135844,,8.75E+11
0.894531067,,7.85E+11
0.9960891146,,3.52E+11
0.9970897843,,1.25E+11
0.0000000004303986025,,1.35E+13
0.3508852439,,4.11E+11
0.9698758204,,94526880291
0.9437488439,,29050917580
0.9632165841,,8.05E+11
0.5726069703,,4.65E+11
0.9999986071,,4.18E+11
0.9933653875,,3.92E+13
0.2882709506,,8.86E+11
0.9999961484,,0
0.05901767191,,1.83E+12
0.9395339818,,5.17E+11
0.9999995302,,5.04E+12
0.923563312,,0
0.911249383,,6.40E+11
0.9932159643,,1.72E+12
0.5749257899,,80037310766
0.7449808725,,7.62E+12
0.07142513095,,4.61E+12
0.9614876783,,3.83E+11
0.858844392,,0
0.9847045358,,5442144627
0.9353732398,,1.46E+11
0.9393822696,,1.13E+12
0.9540480579,,1.50E+11
0.9686907559,,4.01E+11
0.008260695344,,2.69E+12
0.70715586,,4.72E+11
0.9978791154,,2.12E+12
0.9615616228,,0
0.9218240831,,4.87E+11
0.9798297707,,5.96E+11
0.9053848642,,2.57E+12
0.8203649448,,0
0.9426703788,,4.66E+11
0.6570027489,,2.71E+12
0.3004444262,,1.02E+11
0.9999904985,,6.58E+11
0.9999641602,,2.61E+11
0.8797270942,,3.55E+11
0.9144105546,,5.18E+11
0.9838178379,,2.78E+11
0.6845194197,,3.60E+11
0.001438988024,,1.21E+11
0.9124526126,,1.97E+11
0.9552603078,,0
0.008558351217,,4.64E+12
0.8364773668,,7.72E+11
0.7693050603,,51831237519
0.1913497655,,0
0.0001922778443,,5.74E+11
0.839785232,,0
0.8981453117,,1.45E+13
0.5215847398,,1.05E+13
0.9957308284,,0
0.3270507423,,7.15E+11
0.07859434251,,89535431416
0.5940071402,,0
0.9975021203,,2.55E+12
0.9985024458,,9.21E+12
0.9999992373,,7.36E+11
0.08522879141,,0
0.9993034426,,1.69E+11
0.9993009286,,0
0.998842791,,43588114076
0.1277535868,,3.12E+12
0.6409508711,,77579708610
0.8678662372,,2.55E+13
0.997248056,,3.53E+13
0.6853996184,,4.57E+11
0.001438988024,,18494978273
0.9999985285,,1.21E+12
0.00002119709079,,4.49E+12
0.1318374269,,0
0.8563757352,,0
0.9649761172,,2.25E+12
0.0728335664,,6.73E+11
0.6856203037,,4.73E+12
0.9547380134,,2.27E+12
0.9098570865,,32532850969
0.8217713039,,1.24E+12
0.8462287367,,1.41E+12
0.9760257853,,7.02E+11
0.5952366671,,8.05E+11
0.1312011503,,5.03E+12
0.4371184927,,3.83E+11
0,,2.49E+12
0.9953495131,,3.51E+12
0.9576067269,,1.45E+13
0.7796319396,,3.32E+12
0.003541552654,,1.07E+13
0.2599137659,,1.45E+12
0.9760010923,,5.07E+11
0.9979350632,,1.05E+12
0.9654122197,,2.24E+11
0.9992376205,,14021677600
0.0009270388367,,5.55E+11
0.3508278728,,72340882056
0.0004242982181,,3.57E+11
0.6964936553,,1.62E+12
0.9999992448,,17899698409
0.923563312,,0
0.005951895761,,3.90E+12
0.968085967,,0
0.9913522139,,0
0.5946941276,,1.11E+11
0.5349864672,,3.07E+12
0.005498510418,,15986650236
0.9999995093,,5.71E+12
0.9999997054,,8.27E+11
0.9831641035,,0
0.894617212,,90622673296
0.8574111205,,1.37E+12
0.005956864264,,8.02E+11
0.9999847498,,2.86E+11
0.7886841047,,0
0.9016635114,,6.98E+11
0.901237967,,1.36E+12
0.02303763549,,15294498843
0.9783589917,,0
0.3879650384,,15533363007
0.9986659711,,1.55E+12
0.9436249242,,2.12E+12
0.9698198689,,1.08E+12
0.2526822041,,1.53E+12
0.9982365174,,0
0.9999904985,,15999925046
0.8614673622,,1.36E+12
0.8654837166,,4.77E+12
0.9981591875,,8.28E+11
0.9999990265,,2.06E+11
0.8565860864,,0
0.3157955397,,42179917506
0.9999992999,,0
0.3876690434,,170576.1875
0.7567105916,,26176009.5
0.8941661033,,0
0.9999992579,,1063220.688
0.9999998476,,4.19E+12
0.9999995441,,767496.75
0.9540748262,,1.11E+11
0.9999995376,,1.53E+12
0.9999987629,,0
0.9999943825,,9.79E+12
0.9979350632,,0
0.999998231,,0
0.9673614298,,41570087481
0.9855378663,,32410600739
0.9999995198,,1.02E+11
0.996158748,,72230757376
0.9834261103,,4.11E+12
0.8900100939,,82867250853
0.9963023727,,2.18E+11
0.9778368891,,67303550455
0.8989796939,,1.66E+12
0.8763386547,,519366200
0.9935419217,,3.60E+12
0.9998564807,,88616855571
0.9713686488,,8.71E+11
0.2481418986,,70695208427
0.9919060292,,1.53E+12
0.9803705547,,4.70E+11
0.858844392,,5.35E+11
0.6621680595,,2.57E+12
0.9948764281,,2.74E+12
0.6293285774,,0
0.9935962646,,59667706047
0.968075341,,3.82E+12
0.9934414366,,0
0.9689760563,,1.45E+12
0.7061224136,,5.67E+11
0.9225773502,,3.61E+12
0.7472099429,,3.17E+11
0.9689195452,,2.65E+12
0.8555878392,,1.47E+12
0.9016635114,,1.86E+12
0.9967404206,,9.46E+11
0.9926432084,,2.13E+12
0.3511186454,,69710146240
0.3516551765,,4.05E+11
0.7708819576,,34649833038
0.9884936107,,33461441150
0.8364773668,,0
0.7530657468,,54401025517
0.9896973694,,2.99E+11
0.871278178,,1.03E+11
0.9930914963,,1.93E+11
0.01479049157,,1.36E+12
0.6105073431,,8.86E+11
0.9934414366,,40820416718
0.9695252222,,1.39E+11
0.9212011158,,0
0.9584123489,,1.60E+12
0.877517421,,2.62E+12
0.6773589034,,8.20E+11
0.9805945695,,1.21E+12
0.183971999,,41330177704
0.7411954868,,4.29E+11
0.8189772111,,5.78E+12
0.2391366956,,6.92E+11
0.8561336726,,3.81E+11
0.9425215771,,4.98E+11
0.8747310735,,3.65E+11
0.948268944,,1.30E+11
0.6423049259,,0
0.9562278399,,1.17E+12
0.7555963041,,8.74E+11
0.9882045466,,2.40E+11
0.8920593097,,1.34E+11
0.1744872794,,1.54E+11
0.1685292872,,1.62E+12
0.4910008717,,1.03E+12
0.9410984517,,0
0.8946003183,,4.37E+11
0.9178884065,,6.45E+11
0.8061941322,,2.35E+11
0.04103106836,,1.37E+12
0.9664417184,,1.93E+11
0.9987821667,,1.70E+12
0.979949904,,5.74E+11
0.5992875933,,2.15E+12
0.6437489245,,32410600739
0.9266096737,,6.34E+12
0.8874865642,,1.01E+12
0.9609849492,,5.30E+11
0.5162854125,,6.63E+11
0.003543579505,,5.43E+12
0.3941567692,,1.37E+12
0.969543696,,0
0.1698259491,,6578314767
0.9649761172,,5.51E+11
0.9034473106,,4.40E+12
0.9999999879,,1.64E+12
0.9920914827,,3.20E+12
0.07143858475,,1.48E+11
0.9943561532,,8.80E+11
0.9960923324,,6.01E+12
0.7870205202,,1.43E+11
0.9759575668,,7.85E+12
0.7805585926,,1.24E+12
0.5251770187,,7191124800
0.5159453957,,0
0.9810435596,,4.64E+12
0.6275400161,,0
0.9744128397,,0
0.07137624805,,0
0.07043177583,,19861698973
0.8818249576,,8.51E+11
0.210476195,,1.07E+12
0.9999917675,,7463404881
0.6882629665,,0
0.07143858475,,21553601533
0.9381182803,,0
0.3755386132,,1.02E+12
0.5815773234,,0
0.0003328258718,,1.84E+12
0.2108289362,,0
0.3509527228,,3.51E+11
0.8489091378,,0
0.9396201692,,0
0.1430423938,,0
0.8731373978,,1.32E+11
0.2238132237,,2.28E+12
0.875427885,,5.79E+11
0.7648805964,,37468764192
0.9976376732,,1.14E+11
0.9806188833,,76615437240
0.9884936107,,0
0.9747548701,,1.79E+11
0.9568947799,,67303550455
0.9332216186,,1.16E+11
0.9829313192,,0
0.9981531922,,1.50E+11
0.847536176,,17117496357
0.9958285889,,88180610832
0.07489847316,,55251304026
0.5308802456,,2831357310
0.9893969184,,0
0.9921426195,,33716604462
0.9872824057,,4.26E+11
0.9861410852,,35175042593
0.9755638166,,29007461005
0.6956798835,,2.21E+11
0.9838178379,,1.35E+12
0.9999995093,,78302517481
0.9982710604,,15689169672
0.9893427897,,57225011020
0.9991620909,,9.65E+11
0.9976615947,,3.07E+11
0.9920309506,,1.25E+11
0.9715655691,,2.24E+12
0.9952456852,,18675086762
0.9980477098,,1.02E+11
0.9861014479,,9.66E+11
0.9844445576,,23198207152
0.9834261103,,0
0.9917643023,,1.46E+11
0.9967748165,,16078992289
0.9999999996,,17117496357
0.9977514563,,26897297960
0.9579273775,,64509041362
0.0006424818422,,1.02E+12
0.5309945213,,62858485227
0.8712914122,,13242321
0.9934865446,,2.06E+11
0.9918661191,,2.08E+12
0.9393822696,,29563249889
0.9977095976,,1.47E+11
0.9712193964,,1.82E+12
0.9967008975,,0
0.9987627956,,1.65E+11
0.9951278191,,82867250853
0.991598151,,40778579519
0.7886543522,,8.17E+11
0.9779546665,,1.60E+12
0.995957481,,2.25E+13
0.9905224184,,23976357236
0.9981531922,,97562326683
0.8952619056,,33911239271
0.07859434251,,0
0.9999943262,,19709612396
0.7946230575,,6.25E+11
0.9859543851,,3.41E+11
0.9981806194,,78207760065
0.8405896461,,0
0.952783627,,8.80E+11
0.1614705036,,4.74E+11
0.999999851,,1.99E+11
0.005508066834,,5.82E+11
0.9572980565,,1.26E+13
0.3507924472,,0
0.5312011588,,0
0.9060892094,,1.69E+12
0.005482863331,,0
0.9785953458,,0
0.9004032142,,6642902016
0.9178884065,,0
0.09406367867,,5.72E+11
0.9999981209,,2.63E+11
0.994500069,,0
0.9980356609,,6.84E+11
0.9824069288,,90622673296
0.9933266059,,4.23E+12
0.109050183,,7.08E+12
0.6867583577,,0
0.3508013397,,2.31E+11
0.9576067269,,7.23E+11
0.3511261883,,2.72E+12
0.9498494405,,884556822.3
0.9898062259,,3.07E+12
0,,0
0,,30889342675
0.9703952851,,0
0.9999968631,,3792756.25
0.993635556,,1.97E+12
0.8260726959,,3.42E+12
0.9187890923,,1.55E+11
0.9949877474,,89426117764
0.9901868373,,0
0.9417982236,,1.72E+11
0.9741950648,,1.17E+11
0.9999279989,,1.75E+12
0.7796319396,,2.31E+12
0.9467920778,,3.22E+11
0.9730716229,,698122084
0.9770010908,,2.45E+12
0.9650750458,,0
0.9995926123,,457272832.7
0.9754297233,,1.30E+11
0.9974926553,,0
0.9817192606,,1.34E+11
0.9999999996,,0
0.05580675306,,2.68E+12
0.9924216123,,3.38E+11
0.9994692218,,7.17E+11
0.9817388727,,1.73E+12
0.996235094,,14842721771
0.9885606438,,0
0.9956241158,,1.81E+11
0.992883106,,0
0,,1.80E+11
0.9920553769,,8.89E+12
0.9999989579,,157295.5
0.9681803025,,3.99E+11
0.9999995168,,1.64E+11
0.9537230064,,6.62E+11
0.005508066834,,1.76E+11
0.0793977544,,51831237519
0.4989696152,,0
0.9999992999,,1.70E+12
0.987312634,,1.69E+12
0.6936849053,,8115667569
0.004641531654,,68431703245
0.9477683792,,6.86E+11
0.9836112096,,2.55E+11
0.6318113755,,3.02E+11
0.5050132003,,0
0.7953941297,,70290650691
0.9012235968,,26382530329
0.9975021203,,0
0.09433009508,,0
0.9337057209,,0
0.968075341,,2.68E+11
0.9812950331,,4.66E+11
0.9865653232,,0
0.9789160424,,1.65E+11
0.9951278191,,0
0.05254981815,,4.19E+11
0.00004826126484,,1.79E+11
0.9941363848,,53306992351
0.9762065174,,1.46E+12
0.7242554289,,2.28E+11
0.9999966999,,1.68E+13
0.9934630285,,43317853416
0,,1.01E+12
0.9899652137,,2.74E+11
0.9426703788,,8136680413
0.970922327,,1.67E+11
0.9941139922,,1.91E+12
0.9338615796,,1.43E+12
0.989934707,,2.49E+11
0.3424967715,,4.57E+11
0.9997446883,,1.07E+13
0.9948256421,,3.38E+13
0.3851156277,,5.67E+11
0.007551539686,,39741325642
