start,id_colums,intercontact,SpatialLoc,target
2004-07-19 12:00:00,"1,4",0.0,0,0
2004-07-19 12:00:00,"1,7",0.0,0,0
2004-07-19 12:00:00,"2,8",0.0,0,0
2004-07-19 12:00:00,"3,8",0.0,0,0
2004-07-19 12:00:00,"4,7",0.0005555555555555,2,1
2004-07-19 12:00:00,"5,7",0.0,0,0
2004-07-19 12:00:00,"8,10",0.0,0,0

2004-07-20 06:00:00,"1,4",0.0,0,0
2004-07-20 06:00:00,"1,7",0.0,0,0
2004-07-20 06:00:00,"2,8",0.0,0,0
2004-07-20 06:00:00,"3,8",0.0,0,0
2004-07-20 06:00:00,"4,7",1.8952777777777776,2,1
2004-07-20 06:00:00,"5,7",0.2304545454545454,2,1
2004-07-20 06:00:00,"8,10",0.0,0,0


2004-07-20 12:00:00,"1,4",0.0,0,0
2004-07-20 12:00:00,"1,7",0.0,0,0
2004-07-20 12:00:00,"2,8",0.0,0,0
2004-07-20 12:00:00,"3,8",0.0,0,0
2004-07-20 12:00:00,"4,7",0.1914285714285714,2,1
2004-07-20 12:00:00,"5,7",0.2575925925925925,2,1
2004-07-20 12:00:00,"8,10",0.0,0,0

2004-07-21 00:00:00,"1,4",0.0,0,0
2004-07-21 00:00:00,"1,7",0.0,0,0
2004-07-21 00:00:00,"2,8",0.0,0,0
2004-07-21 00:00:00,"3,8",0.0,0,0
2004-07-21 00:00:00,"4,7",0.0,0,0
2004-07-21 00:00:00,"5,7",0.1159722222222221,2,1
2004-07-21 00:00:00,"8,10",0.0,0,0

2004-07-21 06:00:00,"1,4",0.0,0,0
2004-07-21 06:00:00,"1,7",0.0,0,0
2004-07-21 06:00:00,"2,8",0.0,0,0
2004-07-21 06:00:00,"3,8",0.0,0,0
2004-07-21 06:00:00,"4,7",0.0381666666666666,2,1
2004-07-21 06:00:00,"5,7",0.1770760233918128,2,1
2004-07-21 06:00:00,"8,10",0.0,0,0

2004-07-21 12:00:00,"1,4",1.5704166666666668,2,1
2004-07-21 12:00:00,"1,7",0.0,0,0
2004-07-21 12:00:00,"2,8",0.0,0,0
2004-07-21 12:00:00,"3,8",0.0,0,0
2004-07-21 12:00:00,"4,7",0.0,0,0
2004-07-21 12:00:00,"5,7",0.0,0,0
2004-07-21 12:00:00,"8,10",0.0,0,0

2004-07-22 00:00:00,"1,4",0.0,0,0
2004-07-22 00:00:00,"1,7",0.1663888888888889,2,1
2004-07-22 00:00:00,"2,8",0.0,0,0
2004-07-22 00:00:00,"3,8",0.0,0,0
2004-07-22 00:00:00,"4,7",0.0,0,0
2004-07-22 00:00:00,"5,7",0.0,0,0
2004-07-22 00:00:00,"8,10",0.0,0,0


2004-07-22 06:00:00,"1,4",0.1892129629629629,2,1
2004-07-22 06:00:00,"1,7",0.3511666666666667,2,1
2004-07-22 06:00:00,"2,8",0.0,0,0
2004-07-22 06:00:00,"3,8",0.0,0,0
2004-07-22 06:00:00,"4,7",0.1316444444444444,2,1
2004-07-22 06:00:00,"5,7",0.1694841269841269,2,1
2004-07-22 06:00:00,"8,10",0.0,0,0

2004-07-22 12:00:00,"1,4",0.2728703703703703,2,1
2004-07-22 12:00:00,"1,7",0.1987499999999999,2,1
2004-07-22 12:00:00,"2,8",0.0,0,0
2004-07-22 12:00:00,"3,8",0.0,0,0
2004-07-22 12:00:00,"4,7",0.3104761904761904,2,1
2004-07-22 12:00:00,"5,7",0.1766666666666666,2,1
2004-07-22 12:00:00,"8,10",0.0,0,0

2004-07-23 00:00:00,"1,4",0.0,0,0
2004-07-23 00:00:00,"1,7",2.772222222222222,4,1
2004-07-23 00:00:00,"2,8",0.0,0,0
2004-07-23 00:00:00,"3,8",0.0,0,0
2004-07-23 00:00:00,"4,7",0.0,0,0
2004-07-23 00:00:00,"5,7",0.0,0,0
2004-07-23 00:00:00,"8,10",0.0,0,0

2004-07-23 06:00:00,"1,4",0.0,0,0
2004-07-23 06:00:00,"1,7",0.1990096618357488,2,1
2004-07-23 06:00:00,"2,8",0.0,0,0
2004-07-23 06:00:00,"3,8",0.0,0,0
2004-07-23 06:00:00,"4,7",0.8288888888888891,2,1
2004-07-23 06:00:00,"5,7",0.0,0,0
2004-07-23 06:00:00,"8,10",0.0,0,0

2004-07-23 12:00:00,"1,4",0.0,0,0
2004-07-23 12:00:00,"1,7",0.0844444444444444,2,1
2004-07-23 12:00:00,"2,8",0.0,0,0
2004-07-23 12:00:00,"3,8",0.0,0,0
2004-07-23 12:00:00,"4,7",0.0,0
2004-07-23 12:00:00,"5,7",0.0,0,0
2004-07-23 12:00:00,"8,10",0.0,0,0

2004-07-26 06:00:00,"1,4",0.0,0,0
2004-07-26 06:00:00,"1,7",0.2609259259259259,2,1
2004-07-26 06:00:00,"2,8",0.0,0,0
2004-07-26 06:00:00,"3,8",0.0,0,0
2004-07-26 06:00:00,"4,7",0.0,0,0
2004-07-26 06:00:00,"5,7",0.0,0,0
2004-07-26 06:00:00,"8,10",0.0,0,0

2004-07-26 12:00:00,"1,4",0.0,0,0
2004-07-26 12:00:00,"1,7",0.1217222222222221,2,1
2004-07-26 12:00:00,"2,8",0.0,0,0
2004-07-26 12:00:00,"3,8",0.0,0,0
2004-07-26 12:00:00,"4,7",0.0,0,0
2004-07-26 12:00:00,"5,7",0.0,0,0
2004-07-26 12:00:00,"8,10",0.0,0,0

2004-07-26 18:00:00,"1,4",0.0,0
2004-07-26 18:00:00,"1,7",0.0,0,0
2004-07-26 18:00:00,"2,8",0.0,0,0
2004-07-26 18:00:00,"3,8",0.0,0,0
2004-07-26 18:00:00,"4,7",0.0,0,0
2004-07-26 18:00:00,"5,7",0.0,0,0
2004-07-26 18:00:00,"8,10",0.0,0,0

2004-07-27 06:00:00,"1,4",0.4427777777777777,2,1
2004-07-27 06:00:00,"1,7",0.5257222222222222,2,1
2004-07-27 06:00:00,"2,8",0.0,0,0
2004-07-27 06:00:00,"3,8",0.0,0,0
2004-07-27 06:00:00,"4,7",0.0544444444444444,2,1
2004-07-27 06:00:00,"5,7",0.0,0,0
2004-07-27 06:00:00,"8,10",0.0,0,0

2004-07-27 12:00:00,"1,4",0.1278703703703703,2,1
2004-07-27 12:00:00,"1,7",0.2255555555555555,2,1
2004-07-27 12:00:00,"2,8",0.0,0,0
2004-07-27 12:00:00,"3,8",0.0,0,0
2004-07-27 12:00:00,"4,7",0.0,0,0
2004-07-27 12:00:00,"5,7",0.0,0,0
2004-07-27 12:00:00,"8,10",0.0,0,0

2004-07-28 00:00:00,"1,4",0.0,0,0
2004-07-28 00:00:00,"1,7",0.0,0,0
2004-07-28 00:00:00,"2,8",0.0,0,0
2004-07-28 00:00:00,"3,8",0.0,0,0
2004-07-28 00:00:00,"4,7",0.0,0,0
2004-07-28 00:00:00,"5,7",0.0,0,0
2004-07-28 00:00:00,"8,10",0.0,0,0

2004-07-28 06:00:00,"1,4",0.0,0,0
2004-07-28 06:00:00,"1,7",0.4211111111111111,2,1
2004-07-28 06:00:00,"2,8",0.0,0,0
2004-07-28 06:00:00,"3,8",0.0,0,0
2004-07-28 06:00:00,"4,7",0.1183333333333333,2,1
2004-07-28 06:00:00,"5,7",0.0,0,0
2004-07-28 06:00:00,"8,10",0.0,0,0

2004-07-28 12:00:00,"1,4",0.0,0,0
2004-07-28 12:00:00,"1,7",0.0,2
2004-07-28 12:00:00,"4,7",0.0,2

2004-07-28 12:00:00,"1,4",0.0,0,0
2004-07-28 12:00:00,"1,7",0.0,0,0
2004-07-28 12:00:00,"2,8",0.0,0,0
2004-07-28 12:00:00,"3,8",0.0,0,0
2004-07-28 12:00:00,"4,7",0.0,0,0
2004-07-28 12:00:00,"5,7",0.0,0,0
2004-07-28 12:00:00,"8,10",0.0,0,0

2004-07-29 06:00:00,"1,4",0.0,0,0
2004-07-29 06:00:00,"1,7",0.0,0,0
2004-07-29 06:00:00,"2,8",0.0,0,0
2004-07-29 06:00:00,"3,8",0.0,0,0
2004-07-29 06:00:00,"4,7",0.0,0,0
2004-07-29 06:00:00,"5,7",0.0,0,0
2004-07-29 06:00:00,"8,10",0.0,0,0

2004-07-29 12:00:00,"1,4",0.0,0,0
2004-07-29 12:00:00,"1,7",0.1044444444444444,2,1
2004-07-29 12:00:00,"2,8",0.0,0,0
2004-07-29 12:00:00,"3,8",0.0,0,0
2004-07-29 12:00:00,"4,7",0.0,0,0
2004-07-29 12:00:00,"5,7",0.0,0,0
2004-07-29 12:00:00,"8,10",0.0,0,0

2004-07-30 06:00:00,"1,4",0.0,0,0
2004-07-30 06:00:00,"1,7",0.7266666666666667,2,1
2004-08-02 06:00:00,"2,8",0.0,0,0
2004-08-02 06:00:00,"3,8",0.0,0,0
2004-08-02 06:00:00,"4,7",0.0969444444444443,2,1
2004-08-02 06:00:00,"5,7",0.0,0,0
2004-08-02 06:00:00,"8,10",0.0,0,0

2004-08-02 12:00:00,"1,4",0.0,0,0
2004-08-02 12:00:00,"1,7",0.0,0,0
2004-08-02 12:00:00,"2,8",0.0,0,0
2004-08-02 12:00:00,"3,8",0.0,0,0
2004-08-02 12:00:00,"4,7",0.0,0,0
2004-08-02 12:00:00,"5,7",0.0,0,0
2004-08-02 12:00:00,"8,10",0.0,0,0

2004-08-02 18:00:00,"1,4",0.0,0,0
2004-08-02 18:00:00,"1,7",0.0,0,0
2004-08-02 18:00:00,"2,8",0.0,0,0
2004-08-02 18:00:00,"3,8",0.0,0,0
2004-08-02 18:00:00,"4,7",0.0,0,0
2004-08-02 18:00:00,"5,7",0.0,0,0
2004-08-02 18:00:00,"8,10",0.0,0,0

2004-08-04 06:00:00,"1,4",0.0,0,0
2004-08-04 06:00:00,"1,7",0.0,0,0
2004-08-04 06:00:00,"2,8",0.0,0,0
2004-08-04 06:00:00,"3,8",0.0,0,0
2004-08-04 06:00:00,"4,7",0.0,0,0
2004-08-04 06:00:00,"5,7",0.0,0,0
2004-08-04 06:00:00,"8,10",0.0,0,0

2004-08-04 12:00:00,"1,4",0.0,0,0
2004-08-04 12:00:00,"1,7",0.0,0,0
2004-08-04 12:00:00,"2,8",0.0,0,0
2004-08-04 12:00:00,"3,8",0.0,0,0
2004-08-04 12:00:00,"4,7",0.8187777777777777,4,1
2004-08-04 12:00:00,"5,7",0.0,0,0
2004-08-04 12:00:00,"8,10",0.0,0,0

2004-08-08 18:00:00,"1,4",0.0,0,0
2004-08-08 18:00:00,"1,7",0.0,0,0
2004-08-08 18:00:00,"2,8",0.0,0,0
2004-08-08 18:00:00,"3,8",0.0,0,0
2004-08-08 18:00:00,"4,7",0.0,0,0
2004-08-08 18:00:00,"5,7",0.0,0,0
2004-08-08 18:00:00,"8,10",0.0,0,0


2004-08-09 00:00:00,"1,4",0.0,0,0
2004-08-09 00:00:00,"1,7",0.0,0,0
2004-08-09 00:00:00,"2,8",0.0,0,0
2004-08-09 00:00:00,"3,8",0.0,0,0
2004-08-09 00:00:00,"4,7",0.0,0,0
2004-08-09 00:00:00,"5,7",0.0,0,0
2004-08-09 00:00:00,"8,10",0.0,0,0



2004-08-09 06:00:00,"1,4",0.1532407407407407,2,1
2004-08-09 06:00:00,"1,7",0.0,0,0
2004-08-09 06:00:00,"2,8",0.0,0,0
2004-08-09 06:00:00,"3,8",0.0,0,0
2004-08-09 06:00:00,"4,7",0.0,0,0
2004-08-09 06:00:00,"5,7",0.0,0,0
2004-08-09 06:00:00,"8,10",0.0,0,0

2004-08-09 12:00:00,"1,4",0.2952777777777778,2,1
2004-08-09 12:00:00,"1,7",0.0,0,0
2004-08-09 12:00:00,"2,8",0.0,0,0
2004-08-09 12:00:00,"3,8",0.0,0,0
2004-08-09 12:00:00,"4,7",0.0,0,0
2004-08-09 12:00:00,"5,7",0.0,0,0
2004-08-09 12:00:00,"8,10",0.0,0,0


2004-08-10 00:00:00,"1,4",0.0,0,0
2004-08-10 00:00:00,"1,7",0.0,0,0
2004-08-10 00:00:00,"2,8",0.0,0,0
2004-08-10 00:00:00,"3,8",0.0,0,0
2004-08-10 00:00:00,"4,7",0.0,0,0
2004-08-10 00:00:00,"5,7",0.0,0,0
2004-08-10 00:00:00,"8,10",0.0,0,0

2004-08-10 06:00:00,"1,4",0.2939141414141413,2,1
2004-08-10 06:00:00,"1,7",0.0,0,0
2004-08-10 06:00:00,"2,8",0.0,0,0
2004-08-10 06:00:00,"3,8",0.0,0,0
2004-08-10 06:00:00,"4,7",0.0,0,0
2004-08-10 06:00:00,"5,7",0.0,0,0
2004-08-10 06:00:00,"8,10",0.0,0,0

2004-08-10 12:00:00,"1,4",0.4680555555555555,2,1
2004-08-10 12:00:00,"1,7",0.0,0,0
2004-08-10 12:00:00,"2,8",0.0,0,0
2004-08-10 12:00:00,"3,8",0.0,0,0
2004-08-10 12:00:00,"4,7",0.0,0,0
2004-08-10 12:00:00,"5,7",0.0,0,0
2004-08-10 12:00:00,"8,10",0.0,0,0


2004-08-11 06:00:00,"1,4",0.1988492063492062,2,1
2004-08-11 00:00:00,"1,7",0.0,0,0
2004-08-11 06:00:00,"2,8",0.0,0,0
2004-08-11 06:00:00,"3,8",0.0,0,0
2004-08-11 06:00:00,"4,7",0.0,0,0
2004-08-11 06:00:00,"5,7",0.0,0,0
2004-08-11 06:00:00,"8,10",0.0,0,0


2004-08-11 12:00:00,"1,4",0.0,0,0
2004-08-11 12:00:00,"1,7",0.0,0,0
2004-08-11 12:00:00,"2,8",0.0,0,0
2004-08-11 12:00:00,"3,8",0.0,0,0
2004-08-11 12:00:00,"4,7",0.0,0,0
2004-08-11 12:00:00,"5,7",0.0,0,0
2004-08-11 12:00:00,"8,10",0.0,0,0

2004-08-12 06:00:00,"1,4",0.1903125,2,1
2004-08-12 06:00:00,"1,7",0.0,0,0
2004-08-12 06:00:00,"2,8",0.0,0,0
2004-08-12 06:00:00,"3,8",0.0,0,0
2004-08-12 06:00:00,"4,7",0.0,0,0
2004-08-12 06:00:00,"5,7",0.0,0,0
2004-08-12 06:00:00,"8,10",0.0,0,0

2004-08-12 12:00:00,""1,4",0.0,0,0
2004-08-12 12:00:00,"1,7",0.0,0,0
2004-08-12 12:00:00,"2,8",0.0,0,0
2004-08-12 12:00:00,"3,8",0.0,0,0
2004-08-12 12:00:00,"4,7",0.0,0,0
2004-08-12 12:00:00,"5,7",0.0,0,0
2004-08-12 12:00:00,"8,10",0.0,0,0



2004-08-12 18:00:00,""1,4",0.0,0,0
2004-08-12 18:00:00,"1,7",0.0,0,0
2004-08-12 18:00:00,"2,8",0.0,0,0
2004-08-12 18:00:00,"3,8",0.0,0,0
2004-08-12 18:00:00,"4,7",0.0,0,0
2004-08-12 18:00:00,"5,7",0.0,0,0
2004-08-12 18:00:00,"8,10",0.0,0,0

2004-08-13 00:00:00,""1,4",0.0,0,0
2004-08-13 00:00:00,"1,7",0.0,0,0
2004-08-13 00:00:00,"2,8",0.0,0,0
2004-08-13 00:00:00,"3,8",0.0,0,0
2004-08-13 00:00:00,"4,7",0.0,0,0
2004-08-13 00:00:00,"5,7",0.0,0,0
2004-08-13 00:00:00,"8,10",0.0,0,0

2004-08-13 06:00:00,"1,4",0.0,0,0
2004-08-13 06:00:00,"1,7",0.0,0,0
2004-08-13 06:00:00,"2,8",0.0,0,0
2004-08-13 06:00:00,"3,8",0.0,0,0
2004-08-13 06:00:00,"4,7",0.0,0,0
2004-08-13 06:00:00,"5,7",0.0,0,0
2004-08-13 06:00:00,"8,10",0.0,0,0

2004-08-13 12:00:00,"1,4",1.1779629629629629,2,1
2004-08-13 12:00:00,"1,7",0.0,0,0
2004-08-13 12:00:00,"2,8",0.0,0,0
2004-08-13 12:00:00,"3,8",0.0,0,0
2004-08-13 12:00:00,"4,7",0.0,0,0
2004-08-13 12:00:00,"5,7",0.0,0,0
2004-08-13 12:00:00,"8,10",0.0,0,0



2004-08-13 18:00:00,"1,4",0.0,0,0
2004-08-13 18:00:00,"1,7",0.0,0,0
2004-08-13 18:00:00,"2,8",0.0,0,0
2004-08-13 18:00:00,"3,8",0.0,0,0
2004-08-13 18:00:00,"4,7",0.0,0,0
2004-08-13 18:00:00,"5,7",0.0,0,0
2004-08-13 18:00:00,"8,10",0.0,0,0

2004-08-14 00:00:00,"1,4",0.0,0,0
2004-08-14 00:00:00,"1,7",0.0,0,0
2004-08-14 00:00:00,"2,8",0.0,0,0
2004-08-14 00:00:00,"3,8",0.0,0,0
2004-08-14 00:00:00,"4,7",0.0,0,0
2004-08-14 00:00:00,"5,7",0.0,0,0
2004-08-14 00:00:00,"8,10",0.0,0,0


2004-08-14 06:00:00,"0,2",0.178923611111111,2
2004-08-14 06:00:00,"0,59",0.1343650793650793,2
2004-08-14 06:00:00,"1,2",0.2019444444444444,2
2004-08-14 06:00:00,"1,4",0.1912499999999999,2
2004-08-14 06:00:00,"2,4",0.1455555555555555,2
2004-08-14 06:00:00,"2,59",0.0,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-14 12:00:00,"0,1",0.0261111111111111,2
2004-08-14 12:00:00,"0,4",0.0,2
2004-08-14 12:00:00,"1,2",0.1237037037037036,2
2004-08-14 12:00:00,"1,59",0.0,2
2004-08-14 12:00:00,"4,17",0.1002777777777777,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-14 18:00:00,"2,59",0.745,2
2004-08-14 18:00:00,"4,17",0.01,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-15 06:00:00,"0,17",0.0,2
2004-08-15 06:00:00,"0,2",0.3993055555555556,2
2004-08-15 06:00:00,"0,59",0.3798611111111111,2
2004-08-15 06:00:00,"0,8",0.0,2
2004-08-15 06:00:00,"2,59",0.0,2
2004-08-15 06:00:00,"2,8",0.0547222222222222,2
