start,id_colums,intercontact,SpatialLoc,target
2004-08-15 06:00:00,"8,17",0.0,2
2004-08-15 06:00:00,"8,59",0.039074074074074,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-15 12:00:00,"0,17",0.0544444444444444,2
2004-08-15 12:00:00,"0,2",0.4642592592592592,2
2004-08-15 12:00:00,"1,59",0.3966666666666666,2
2004-08-15 12:00:00,"1,8",0.4396759259259259,2
2004-08-15 12:00:00,"2,59",0.3177222222222222,2
2004-08-15 12:00:00,"2,8",0.1613541666666666,2
2004-08-15 12:00:00,"8,17",0.0,2
2004-08-15 12:00:00,"8,59",0.1369771241830065,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-15 18:00:00,"1,8",0.138923611111111,2
2004-08-15 18:00:00,"17,59",0.0,2
2004-08-15 18:00:00,"2,59",0.2774305555555555,2
2004-08-15 18:00:00,"8,59",0.0,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-16 00:00:00,"0,2",0.1977777777777777,2
2004-08-16 00:00:00,"0,8",0.0,2
2004-08-16 00:00:00,"2,59",0.0,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-16 06:00:00,"0,1",0.2190700483091787,2
2004-08-16 06:00:00,"0,2",0.210079365079365,2
2004-08-16 06:00:00,"0,59",0.3479444444444443,2
2004-08-16 06:00:00,"0,8",0.3959126984126984,2
2004-08-16 06:00:00,"1,2",0.3975694444444443,2
2004-08-16 06:00:00,"1,59",0.2583333333333333,2
2004-08-16 06:00:00,"1,8",0.442048611111111,2
2004-08-16 06:00:00,"2,17",0.0,2
2004-08-16 06:00:00,"2,59",0.5363888888888889,2
2004-08-16 06:00:00,"2,8",0.477824074074074,2
2004-08-16 06:00:00,"8,59",0.4263194444444443,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-16 12:00:00,"0,1",0.7050000000000001,4
2004-08-16 12:00:00,"0,17",0.0703796296296296,4
2004-08-16 12:00:00,"0,2",0.2151967592592592,4
2004-08-16 12:00:00,"0,8",0.0568869731800765,2
2004-08-16 12:00:00,"0,89",0.0862373737373736,2
2004-08-16 12:00:00,"1,17",0.0611111111111111,4
2004-08-16 12:00:00,"17,89",0.0790895061728394,2
2004-08-16 12:00:00,"2,17",0.1167857142857142,4
2004-08-16 12:00:00,"2,8",0.050287356321839,2
2004-08-16 12:00:00,"2,89",0.0461921296296295,4
2004-08-16 12:00:00,"8,17",0.0804807692307691,2
2004-08-16 12:00:00,"8,89",0.0577638888888888,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-16 18:00:00,"1,17",0.0,2
2004-08-16 18:00:00,"2,17",1.7161111111111111,2
2004-08-16 18:00:00,"2,89",4.229722222222223,2
2004-08-16 18:00:00,"8,17",0.0169444444444443,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-17 00:00:00,"0,2",0.0297222222222221,2
2004-08-17 00:00:00,"2,17",0.0,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-17 06:00:00,"0,1",0.0,2
2004-08-17 06:00:00,"0,2",2.3981944444444445,2
2004-08-17 06:00:00,"0,8",1.2515277777777778,2
2004-08-17 06:00:00,"0,89",0.0,2
2004-08-17 06:00:00,"1,2",0.1139957264957264,2
2004-08-17 06:00:00,"1,8",0.0,2
2004-08-17 06:00:00,"1,89",0.1261507936507936,2
2004-08-17 06:00:00,"2,8",0.0933333333333332,2
2004-08-17 06:00:00,"2,89",0.1766666666666666,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-17 12:00:00,"0,1",0.3891666666666666,2
2004-08-17 12:00:00,"0,2",0.31825,2
2004-08-17 12:00:00,"0,8",0.1407638888888888,2
2004-08-17 12:00:00,"0,89",0.4081818181818181,2
2004-08-17 12:00:00,"1,2",0.1652623456790123,2
2004-08-17 12:00:00,"1,59",0.0,2
2004-08-17 12:00:00,"1,8",0.216466049382716,2
2004-08-17 12:00:00,"1,89",0.5037698412698413,2
2004-08-17 12:00:00,"2,8",0.2411507936507936,2
2004-08-17 12:00:00,"2,89",0.3943055555555556,2
2004-08-17 12:00:00,"8,89",0.3811805555555554,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-17 18:00:00,"0,2",0.1187499999999999,2
2004-08-17 18:00:00,"0,8",0.1508333333333333,2
2004-08-17 18:00:00,"1,17",0.1427777777777777,2
2004-08-17 18:00:00,"2,8",0.0611111111111111,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-18 00:00:00,"0,2",0.3329629629629629,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-18 06:00:00,"0,1",0.0105555555555555,2
2004-08-18 06:00:00,"0,2",0.2908159722222221,2
2004-08-18 06:00:00,"0,8",0.0444444444444444,2
2004-08-18 06:00:00,"0,89",0.2145277777777777,2
2004-08-18 06:00:00,"1,2",0.0,2
2004-08-18 06:00:00,"1,89",3.2794444444444446,2
2004-08-18 06:00:00,"2,8",0.0,2
2004-08-18 06:00:00,"2,89",0.0,2
2004-08-18 06:00:00,"8,17",0.0,2
2004-08-18 06:00:00,"8,89",1.208888888888889,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-18 12:00:00,"0,1",0.2194949494949494,2
2004-08-18 12:00:00,"0,2",0.2036752136752136,2
2004-08-18 12:00:00,"0,8",0.2384629629629628,4
2004-08-18 12:00:00,"0,89",0.1356527777777777,2
2004-08-18 12:00:00,"1,2",0.3584595959595959,2
2004-08-18 12:00:00,"1,8",0.3331349206349206,2
2004-08-18 12:00:00,"1,89",0.2954761904761904,2
2004-08-18 12:00:00,"2,8",0.232550505050505,2
2004-08-18 12:00:00,"2,89",0.1225396825396825,2
2004-08-18 12:00:00,"8,89",0.1495555555555555,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-18 18:00:00,"0,8",0.0441666666666666,2
2004-08-18 18:00:00,"0,89",0.0,2
2004-08-18 18:00:00,"1,89",0.0,2
2004-08-18 18:00:00,"8,89",0.0,2
"0,17"
"1,2"
"2,8"
"3,8"
"4,7"
"8,10"
2004-08-19 06:00:00,"0,1",0.300625,2
2004-08-19 06:00:00,"0,59",1.2244444444444444,2
2004-08-19 06:00:00,"0,8",0.3268518518518518,2
2004-08-19 06:00:00,"1,17",0.0,2
2004-08-19 06:00:00,"1,59",0.3916666666666666,2
2004-08-19 06:00:00,"1,8",0.2816666666666666,2
2004-08-19 06:00:00,"8,59",0.1599999999999999,2

2004-08-19 06:00:00,"0,1",0.3275694444444443,2
2004-08-19 06:00:00,"0,2",0.0236111111111111,2
2004-08-19 06:00:00,"0,3",0.0,0
2004-08-19 06:00:00,"0,4",0.0,0
2004-08-19 06:00:00,"0,5",0.0,0
2004-08-19 06:00:00,"0,6",0.0,0
2004-08-19 06:00:00,"0,7",0.0,0
2004-08-19 06:00:00,"0,8",0.2093055555555555,4
2004-08-19 06:00:00,"0,10",0.0,0
2004-08-19 06:00:00,"0,17",0.0258333333333333,2
2004-08-19 06:00:00,"0,18",0.0313888888888888,2
2004-08-19 06:00:00,"0,59",0.1445138888888888,2
2004-08-19 06:00:00,"0,87",0.0,0
2004-08-19 06:00:00,"0,87",0.0,0
2004-08-19 06:00:00,"0,89",0.0,0
2004-08-19 06:00:00,"1,2",0.0,2
2004-08-19 06:00:00,"1,3",0.0,0
2004-08-19 06:00:00,"1,4",0.0,0
2004-08-19 06:00:00,"1,5",0.0,0
2004-08-19 06:00:00,"1,6",0.0,0
2004-08-19 06:00:00,"1,7",0.0,0
2004-08-19 06:00:00,"1,8",0.2659722222222221,2
2004-08-19 06:00:00,"1,10",0.0,0
2004-08-19 06:00:00,"1,17",0.0,0
2004-08-19 06:00:00,"1,18",0.0,0
2004-08-19 06:00:00,"1,59",1.4741666666666666,2
2004-08-19 06:00:00,"1,87",0.0,0
2004-08-19 06:00:00,"1,89",0.0,0
2004-08-19 06:00:00,"2,3",0.0,0
2004-08-19 06:00:00,"2,4",0.0,0
2004-08-19 06:00:00,"2,5",0.0,0
2004-08-19 06:00:00,"2,6",0.0,0
2004-08-19 06:00:00,"2,7",0.0,0
2004-08-19 06:00:00,"2,8",0.0,0
2004-08-19 06:00:00,"2,10",0.0,0
2004-08-19 06:00:00,"2,18",0.0,0
2004-08-19 06:00:00,"2,59",0.0,0
2004-08-19 06:00:00,"2,87",0.0,0
2004-08-19 06:00:00,"2,89",0.0,0
2004-08-19 06:00:00,"3,4",0.0,0
2004-08-19 06:00:00,"3,5",0.0,0
2004-08-19 06:00:00,"3,6",0.0,0
2004-08-19 06:00:00,"3,7",0.0,0
2004-08-19 06:00:00,"3,8",0.0,0
2004-08-19 06:00:00,"3,10",0.0,0
2004-08-19 06:00:00,"3,17",0.0,0
2004-08-19 06:00:00,"3,18",0.0,0
2004-08-19 12:00:00,"3,59",0.0,0
2004-08-19 12:00:00,"3,87",0.0,0
2004-08-19 12:00:00,"3,89",0.0,0
2004-08-19 12:00:00,"4,5",0.0,0
2004-08-19 12:00:00,"4,6",0.0,0
2004-08-19 12:00:00,"4,7",0.0,0
2004-08-19 12:00:00,"4,8",0.0,0
2004-08-19 12:00:00,"4,10",0.0,0
2004-08-19 12:00:00,"4,17",0.310648148148148,2
2004-08-19 12:00:00,"4,59",0.0,0
2004-08-19 12:00:00,"4,87",0.0,0
2004-08-19 12:00:00,"4,89",0.0,0
2004-08-19 12:00:00,"5,6",0.0,0
2004-08-19 12:00:00,"5,7",0.0,0
2004-08-19 12:00:00,"5,8",0.0,0
2004-08-19 12:00:00,"5,10",0.0,0
2004-08-19 12:00:00,"5,17",0.0,0
2004-08-19 12:00:00,"5,18",0.0,0
2004-08-19 12:00:00,"5,59",0.0,0
2004-08-19 12:00:00,"5,87",0.0,0
2004-08-19 12:00:00,"5,89",0.0,0
2004-08-19 12:00:00,"6,7",0.0,0
2004-08-19 12:00:00,"6,8",0.0,0
2004-08-19 12:00:00,"6,10",0.0,0
2004-08-19 12:00:00,"6,17",0.0,0
2004-08-19 12:00:00,"6,18",0.0,0
2004-08-19 12:00:00,"6,59",0.0,0
2004-08-19 12:00:00,"6,87",0.0,0
2004-08-19 12:00:00,"6,89",0.0,0
2004-08-19 12:00:00,"7,8",0.0,0
2004-08-19 12:00:00,"7,10",0.0,0
2004-08-19 12:00:00,"7,17",0.0,0
2004-08-19 12:00:00,"7,18",0.0,0
2004-08-19 12:00:00,"7,59",0.0,0
2004-08-19 12:00:00,"7,87",0.0,0
2004-08-19 12:00:00,"7,89",0.0,0
2004-08-19 12:00:00,"8,10",0.1064215686274509,2
2004-08-19 12:00:00,"8,17",0.0,0
2004-08-19 12:00:00,"8,18",0.1899999999999999,2
2004-08-19 12:00:00,"8,59",0.0,0
2004-08-19 12:00:00,"8,87",0.0,0
2004-08-19 12:00:00,"8,89",0.0,0
2004-08-19 12:00:00,"10,17",0.0,0
2004-08-19 12:00:00,"10,18",0.0,0
2004-08-19 12:00:00,"10,59",0.0,0
2004-08-19 12:00:00,"10,87",0.0,0
2004-08-19 12:00:00,"10,89",0.0,0
2004-08-19 12:00:00,"17,18",0.74,2
2004-08-19 12:00:00,"17,59",0.0,0
2004-08-19 12:00:00,"17,87",0.0,0
2004-08-19 12:00:00,"17,89",0.0,0
2004-08-19 12:00:00,"18,59",0.0,0
2004-08-19 12:00:00,"18,87",0.0,0
2004-08-19 12:00:00,"18,89",0.0,0
2004-08-19 12:00:00,"59,87",0.0,0
2004-08-19 12:00:00,"59,89",0.0,0
2004-08-19 12:00:00,"87,89",0.0,0






2004-08-19 12:00:00,"0,1",0.3275694444444443,2
2004-08-19 12:00:00,"0,2",0.0236111111111111,2
2004-08-19 12:00:00,"0,3",0.0,0
2004-08-19 12:00:00,"0,4",0.0,0
2004-08-19 12:00:00,"0,5",0.0,0
2004-08-19 12:00:00,"0,6",0.0,0
2004-08-19 12:00:00,"0,7",0.0,0
2004-08-19 12:00:00,"0,8",0.2093055555555555,4
2004-08-19 12:00:00,"0,10",0.0,0
2004-08-19 12:00:00,"0,17",0.0258333333333333,2
2004-08-19 12:00:00,"0,18",0.0313888888888888,2
2004-08-19 12:00:00,"0,59",0.1445138888888888,2
2004-08-19 12:00:00,"0,87",0.0,0
2004-08-19 12:00:00,"0,87",0.0,0
2004-08-19 12:00:00,"0,89",0.0,0
2004-08-19 12:00:00,"1,2",0.0,2
2004-08-19 12:00:00,"1,3",0.0,0
2004-08-19 12:00:00,"1,4",0.0,0
2004-08-19 12:00:00,"1,5",0.0,0
2004-08-19 12:00:00,"1,6",0.0,0
2004-08-19 12:00:00,"1,7",0.0,0
2004-08-19 12:00:00,"1,8",0.2659722222222221,2
2004-08-19 12:00:00,"1,10",0.0,0
2004-08-19 12:00:00,"1,17",0.0,0
2004-08-19 12:00:00,"1,18",0.0,0
2004-08-19 12:00:00,"1,59",1.4741666666666666,2
2004-08-19 12:00:00,"1,87",0.0,0
2004-08-19 12:00:00,"1,89",0.0,0
2004-08-19 12:00:00,"2,3",0.0,0
2004-08-19 12:00:00,"2,4",0.0,0
2004-08-19 12:00:00,"2,5",0.0,0
2004-08-19 12:00:00,"2,6",0.0,0
2004-08-19 12:00:00,"2,7",0.0,0
2004-08-19 12:00:00,"2,8",0.0,0
2004-08-19 12:00:00,"2,10",0.0,0
2004-08-19 12:00:00,"2,18",0.0,0
2004-08-19 12:00:00,"2,59",0.0,0
2004-08-19 12:00:00,"2,87",0.0,0
2004-08-19 12:00:00,"2,89",0.0,0
2004-08-19 12:00:00,"3,4",0.0,0
2004-08-19 12:00:00,"3,5",0.0,0
2004-08-19 12:00:00,"3,6",0.0,0
2004-08-19 12:00:00,"3,7",0.0,0
2004-08-19 12:00:00,"3,8",0.0,0
2004-08-19 12:00:00,"3,10",0.0,0
2004-08-19 12:00:00,"3,17",0.0,0
2004-08-19 12:00:00,"3,18",0.0,0
2004-08-19 12:00:00,"3,59",0.0,0
2004-08-19 12:00:00,"3,87",0.0,0
2004-08-19 12:00:00,"3,89",0.0,0
2004-08-19 12:00:00,"4,5",0.0,0
2004-08-19 12:00:00,"4,6",0.0,0
2004-08-19 12:00:00,"4,7",0.0,0
2004-08-19 12:00:00,"4,8",0.0,0
2004-08-19 12:00:00,"4,10",0.0,0
2004-08-19 12:00:00,"4,17",0.310648148148148,2
2004-08-19 12:00:00,"4,59",0.0,0
2004-08-19 12:00:00,"4,87",0.0,0
2004-08-19 12:00:00,"4,89",0.0,0
2004-08-19 12:00:00,"5,6",0.0,0
2004-08-19 12:00:00,"5,7",0.0,0
2004-08-19 12:00:00,"5,8",0.0,0
2004-08-19 12:00:00,"5,10",0.0,0
2004-08-19 12:00:00,"5,17",0.0,0
2004-08-19 12:00:00,"5,18",0.0,0
2004-08-19 12:00:00,"5,59",0.0,0
2004-08-19 12:00:00,"5,87",0.0,0
2004-08-19 12:00:00,"5,89",0.0,0
2004-08-19 12:00:00,"6,7",0.0,0
2004-08-19 12:00:00,"6,8",0.0,0
2004-08-19 12:00:00,"6,10",0.0,0
2004-08-19 12:00:00,"6,17",0.0,0
2004-08-19 12:00:00,"6,18",0.0,0
2004-08-19 12:00:00,"6,59",0.0,0
2004-08-19 12:00:00,"6,87",0.0,0
2004-08-19 12:00:00,"6,89",0.0,0
2004-08-19 12:00:00,"7,8",0.0,0
2004-08-19 12:00:00,"7,10",0.0,0
2004-08-19 12:00:00,"7,17",0.0,0
2004-08-19 12:00:00,"7,18",0.0,0
2004-08-19 12:00:00,"7,59",0.0,0
2004-08-19 12:00:00,"7,87",0.0,0
2004-08-19 12:00:00,"7,89",0.0,0
2004-08-19 12:00:00,"8,10",0.1064215686274509,2
2004-08-19 12:00:00,"8,17",0.0,0
2004-08-19 12:00:00,"8,18",0.1899999999999999,2
2004-08-19 12:00:00,"8,59",0.0,0
2004-08-19 12:00:00,"8,87",0.0,0
2004-08-19 12:00:00,"8,89",0.0,0
2004-08-19 12:00:00,"10,17",0.0,0
2004-08-19 12:00:00,"10,18",0.0,0
2004-08-19 12:00:00,"10,59",0.0,0
2004-08-19 12:00:00,"10,87",0.0,0
2004-08-19 12:00:00,"10,89",0.0,0
2004-08-19 12:00:00,"17,18",0.74,2
2004-08-19 12:00:00,"17,59",0.0,0
2004-08-19 12:00:00,"17,87",0.0,0
2004-08-19 12:00:00,"17,89",0.0,0
2004-08-19 12:00:00,"18,59",0.0,0
2004-08-19 12:00:00,"18,87",0.0,0
2004-08-19 12:00:00,"18,89",0.0,0
2004-08-19 12:00:00,"59,87",0.0,0
2004-08-19 12:00:00,"59,89",0.0,0
2004-08-19 12:00:00,"87,89",0.0,0


























